Pickup Branch,Post code,Post office name,Commune EN,Commune Khmer,Phone,Phone Number,Main Branch Phone,Branch Code,Branch EN,Branch Khmer,Category,Post office level,Type,Status,Latitude,Longitude,Search Text
BANA001,BANA001,Chamnaom,Chamnaom,Chamnaom,0716111197,0716111197,0316000285,BANP001,Banteay Meanchey,Banteay Meanchey,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,13.437565,102.934632,BANA001 | Chamnaom | Chamnaom | 0716111197 | BANP001 | Banteay Meanchey | Banteay Meanchey | Agent
SIEA033,SIEA033,Svay Sa,Svay Sa,Svay Sa,0713076258,0713076258,0976241999,SIEP001,Siem Reap,Siem Reap,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,13.79006,103.750383,SIEA033 | Svay Sa | Svay Sa | 0713076258 | SIEP001 | Siem Reap | Siem Reap | Agent
SIEA034,SIEA034,Anlung Samnar,Anlung Samnar,Anlung Samnar,0977666622,0977666622,0976241999,SIEP001,Siem Reap,Siem Reap,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,13.068422,103.289207,SIEA034 | Anlung Samnar | Anlung Samnar | 0977666622 | SIEP001 | Siem Reap | Siem Reap | Agent
SIEA035,SIEA035,Sla Kram,Sla Kram,Sla Kram,0713333717,0713333717,0976241999,SIEP001,Siem Reap,Siem Reap,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,13.358351,103.893148,SIEA035 | Sla Kram | Sla Kram | 0713333717 | SIEP001 | Siem Reap | Siem Reap | Agent
SIEA036,SIEA036,Kaev Poar,Kaev Poar,Kaev Poar,0883393307,0883393307,0976241999,SIEP001,Siem Reap,Siem Reap,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,13.387312,103.743113,SIEA036 | Kaev Poar | Kaev Poar | 0883393307 | SIEP001 | Siem Reap | Siem Reap | Agent
SIEA037,SIEA037,Ruessei Lok,Ruessei Lok,Ruessei Lok,066332241,066332241,0976241999,SIEP001,Siem Reap,Siem Reap,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,13.199103,104.214583,SIEA037 | Ruessei Lok | Ruessei Lok | 066332241 | SIEP001 | Siem Reap | Siem Reap | Agent
SIEA038,SIEA038,Peak Snaeng,Peak Snaeng,Peak Snaeng,066728622,066728622,0976241999,SIEP001,Siem Reap,Siem Reap,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,103.880291,66728622.0,SIEA038 | Peak Snaeng | Peak Snaeng | 066728622 | SIEP001 | Siem Reap | Siem Reap | Agent
SIEA039,SIEA039,Kandaek,Kandaek,Kandaek,0886683828,0886683828,0976241999,SIEP001,Siem Reap,Siem Reap,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,13.356339,103.916749,SIEA039 | Kandaek | Kandaek | 0886683828 | SIEP001 | Siem Reap | Siem Reap | Agent
SIEP001,SIEP001,Siem Reab,Siem Reab,Siem Reab,0976241999,0976241999,0976241999,SIEP001,Siem Reap,Siem Reap,Post Office,Post Office,Post office,In effect,13.359287,103.883998,SIEP001 | Siem Reab | Siem Reab | 0976241999 | SIEP001 | Siem Reap | Siem Reap | Post Office
SIES001,SIES001,Kouk Chak,Kouk Chak,Kouk Chak,0888552626,0888552626,0976241999,SIEP001,Siem Reap,Siem Reap,Showroom,Showroom,Post office,In effect,13.381318,103.853015,SIES001 | Kouk Chak | Kouk Chak | 0888552626 | SIEP001 | Siem Reap | Siem Reap | Showroom
SIES002,SIES002,Siem Reab,Siem Reab,Siem Reab,066660093,066660093,0976241999,SIEP001,Siem Reap,Siem Reap,Showroom,Showroom,Post office,In effect,13.359275,103.854515,SIES002 | Siem Reab | Siem Reab | 066660093 | SIEP001 | Siem Reap | Siem Reap | Showroom
SIES003,SIES003,Dam Daek,Dam Daek,Dam Daek,0974545556,0974545556,0976241999,SIEP001,Siem Reap,Siem Reap,Showroom,Showroom,Post office,In effect,13.244512,104.124204,SIES003 | Dam Daek | Dam Daek | 0974545556 | SIEP001 | Siem Reap | Siem Reap | Showroom
SIHA001,SIHA001,Tumnob Rolok,Tumnob Rolok,Tumnob Rolok,0314000700,0314000700,0972158568,SIHP001,Sihanoukville,Sihanoukville,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.737428,103.624233,SIHA001 | Tumnob Rolok | Tumnob Rolok | 0314000700 | SIHP001 | Sihanoukville | Sihanoukville | Agent
SIHA002,SIHA002,Boeng Ta Prum,Boeng Ta Prum,Boeng Ta Prum,0713337606,0713337606,0972158568,SIHP001,Sihanoukville,Sihanoukville,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.573382,103.773205,SIHA002 | Boeng Ta Prum | Boeng Ta Prum | 0713337606 | SIHP001 | Sihanoukville | Sihanoukville | Agent
SIHA003,SIHA003,Ou Oknha Heng,Ou Oknha Heng,Ou Oknha Heng,0887253325,0887253325,0972158568,SIHP001,Sihanoukville,Sihanoukville,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.589629,103.763962,SIHA003 | Ou Oknha Heng | Ou Oknha Heng | 0887253325 | SIHP001 | Sihanoukville | Sihanoukville | Agent
SIHA004,SIHA004,Prey Nob,Prey Nob,Prey Nob,0882218111,0882218111,0972158568,SIHP001,Sihanoukville,Sihanoukville,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.629706,103.782186,SIHA004 | Prey Nob | Prey Nob | 0882218111 | SIHP001 | Sihanoukville | Sihanoukville | Agent
SIHA005,SIHA005,Andoung Thma,Andoung Thma,Andoung Thma,0719772546,0719772546,0972158568,SIHP001,Sihanoukville,Sihanoukville,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.675489,103.800485,SIHA005 | Andoung Thma | Andoung Thma | 0719772546 | SIHP001 | Sihanoukville | Sihanoukville | Agent
SIHA006,SIHA006,Cheung Kou,Cheung Kou,Cheung Kou,0979696654,0979696654,0972158568,SIHP001,Sihanoukville,Sihanoukville,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.753846,103.804156,SIHA006 | Cheung Kou | Cheung Kou | 0979696654 | SIHP001 | Sihanoukville | Sihanoukville | Agent
SIHA007,SIHA007,Lekh Muoy 01,Lekh Muoy 01,Lekh Muoy 01,0886566000,0886566000,0972158568,SIHP001,Sihanoukville,Sihanoukville,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.662359,103.522013,SIHA007 | Lekh Muoy 01 | Lekh Muoy 01 | 0886566000 | SIHP001 | Sihanoukville | Sihanoukville | Agent
SIHA008,SIHA008,Lekh Muoy 02,Lekh Muoy 02,Lekh Muoy 02,0314000700,0314000700,0972158568,SIHP001,Sihanoukville,Sihanoukville,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.664146,103.522118,SIHA008 | Lekh Muoy 02 | Lekh Muoy 02 | 0314000700 | SIHP001 | Sihanoukville | Sihanoukville | Agent
SIHA009,SIHA009,Stueng Chhay,Stueng Chhay,Stueng Chhay,0716668661,0716668661,0972158568,SIHP001,Sihanoukville,Sihanoukville,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.939812,103.798362,SIHA009 | Stueng Chhay | Stueng Chhay | 0716668661 | SIHP001 | Sihanoukville | Sihanoukville | Agent
SIHP001,SIHP001,Preah Sihanouk,Preah Sihanouk,Preah Sihanouk,0972158568,0972158568,0972158568,SIHP001,Sihanoukville,Sihanoukville,Post Office,Post Office,Post office,In effect,10.620638,103.541226,SIHP001 | Preah Sihanouk | Preah Sihanouk | 0972158568 | SIHP001 | Sihanoukville | Sihanoukville | Post Office
SIHS001,SIHS001,Lekh Buon,Lekh Buon,Lekh Buon,0719998091,0719998091,0972158568,SIHP001,Sihanoukville,Sihanoukville,Showroom,Showroom,Post office,In effect,10.61986,103.52744,SIHS001 | Lekh Buon | Lekh Buon | 0719998091 | SIHP001 | Sihanoukville | Sihanoukville | Showroom
SIHS002,SIHS002,Veal Renh,Veal Renh,Veal Renh,0889419922,0889419922,0972158568,SIHP001,Sihanoukville,Sihanoukville,Showroom,Showroom,Post office,In effect,10.709813,103.818335,SIHS002 | Veal Renh | Veal Renh | 0889419922 | SIHP001 | Sihanoukville | Sihanoukville | Showroom
SPEA001,SPEA001,Preah Khae,Preah Khae,Preah Khae,0977626085,0977626085,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.174528,104.500433,SPEA001 | Preah Khae | Preah Khae | 0977626085 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA002,SPEA002,Svay Rumpear,Svay Rumpear,Svay Rumpear,060317111,060317111,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.211305,104.583741,SPEA002 | Svay Rumpear | Svay Rumpear | 060317111 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA003,SPEA003,Krang Chek,Krang Chek,Krang Chek,0975188198,0975188198,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.582755,104.531477,SPEA003 | Krang Chek | Krang Chek | 0975188198 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA004,SPEA004,Roka Kaoh 01,Roka Kaoh 01,Roka Kaoh 01,0976433308,0976433308,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.426686,104.661059,SPEA004 | Roka Kaoh 01 | Roka Kaoh 01 | 0976433308 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA005,SPEA005,Sambour,Sambour,Sambour,0884207700,0884207700,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.533326,104.618288,SPEA005 | Sambour | Sambour | 0884207700 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA007,SPEA007,Samrong Tong,Samrong Tong,Samrong Tong,0314214242,0314214242,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.54068,104.595483,SPEA007 | Samrong Tong | Samrong Tong | 0314214242 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA008,SPEA008,Pou Chamraeun,Pou Chamraeun,Pou Chamraeun,0712929111,0712929111,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.105882,104.598308,SPEA008 | Pou Chamraeun | Pou Chamraeun | 0712929111 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA009,SPEA009,Traeng Trayueng,Traeng Trayueng,Traeng Trayueng,067735151,067735151,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.277905,104.211297,SPEA009 | Traeng Trayueng | Traeng Trayueng | 067735151 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA010,SPEA010,Pneay,Pneay,Pneay,0977773588,0977773588,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.517333,104.520212,SPEA010 | Pneay | Pneay | 0977773588 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA011,SPEA011,Rung Roeang,Rung Roeang,Rung Roeang,0883539111,0883539111,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.721285,104.520246,SPEA011 | Rung Roeang | Rung Roeang | 0883539111 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA012,SPEA012,Amleang,Amleang,Amleang,0718570111,0718570111,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.801009,104.342315,SPEA012 | Amleang | Amleang | 0718570111 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA013,SPEA013,Skuh,Skuh,Skuh,0887393401,0887393401,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.404436,104.51386,SPEA013 | Skuh | Skuh | 0887393401 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA014,SPEA014,Chambak,Chambak,Chambak,067309697,067309697,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.396063,104.111423,SPEA014 | Chambak | Chambak | 067309697 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA015,SPEA015,Roleang Kreul 01,Roleang Kreul 01,Roleang Kreul 01,0979207902,0979207902,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.445192,104.62579,SPEA015 | Roleang Kreul 01 | Roleang Kreul 01 | 0979207902 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA016,SPEA016,Roka Kaoh 02,Roka Kaoh 02,Roka Kaoh 02,0979028751,0979028751,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.412777,104.651533,SPEA016 | Roka Kaoh 02 | Roka Kaoh 02 | 0979028751 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA017,SPEA017,Khsem Khsan,Khsem Khsan,Khsem Khsan,0319173555,0319173555,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.686979,104.70185,SPEA017 | Khsem Khsan | Khsem Khsan | 0319173555 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA018,SPEA018,Pheakdei,Pheakdei,Pheakdei,0978894333,0978894333,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.177036,104.407526,SPEA018 | Pheakdei | Pheakdei | 0978894333 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA019,SPEA019,Prey Kmeng,Prey Kmeng,Prey Kmeng,0719000076,0719000076,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.308992,104.438688,SPEA019 | Prey Kmeng | Prey Kmeng | 0719000076 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA020,SPEA020,Prey Sralaeng,Prey Sralaeng,Prey Sralaeng,068989873,068989873,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.157493,104.684507,SPEA020 | Prey Sralaeng | Prey Sralaeng | 068989873 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA021,SPEA021,Tang Krouch,Tang Krouch,Tang Krouch,090240230,090240230,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.531039,104.416137,SPEA021 | Tang Krouch | Tang Krouch | 090240230 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA022,SPEA022,Voa Sar,Voa Sar,Voa Sar,0716368844,0716368844,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.475615,104.567907,SPEA022 | Voa Sar | Voa Sar | 0716368844 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA023,SPEA023,Trapeang Chou,Trapeang Chou,Trapeang Chou,0979744416,0979744416,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.811444,104.129407,SPEA023 | Trapeang Chou | Trapeang Chou | 0979744416 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA024,SPEA024,Ou Ta Vam,Ou Ta Vam,Ou Ta Vam,090353686,090353686,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.323964,104.578105,SPEA024 | Ou Ta Vam | Ou Ta Vam | 090353686 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA025,SPEA025,Tang Sya,Tang Sya,Tang Sya,0976668600,0976668600,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.38836,104.377905,SPEA025 | Tang Sya | Tang Sya | 0976668600 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA026,SPEA026,Ta Sal,Ta Sal,Ta Sal,0972572737,0972572737,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.703038,103.939144,SPEA026 | Ta Sal | Ta Sal | 0972572737 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA027,SPEA027,Ou,Ou,Ou,0718952758,0718952758,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.342067,104.322307,SPEA027 | Ou | Ou | 0718952758 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA028,SPEA028,Veang Chas,Veang Chas,Veang Chas,090888506,090888506,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.823481,104.743066,SPEA028 | Veang Chas | Veang Chas | 090888506 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA029,SPEA029,Sangkae Satob,Sangkae Satob,Sangkae Satob,0889342916,0889342916,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.680048,104.147813,SPEA029 | Sangkae Satob | Sangkae Satob | 0889342916 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA030,SPEA030,Khtum Krang,Khtum Krang,Khtum Krang,068672668,068672668,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.517929,104.437318,SPEA030 | Khtum Krang | Khtum Krang | 068672668 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA031,SPEA031,Krang Khnong,Krang Khnong,Krang Khnong,0975566365,0975566365,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.309173,104.631576,SPEA031 | Krang Khnong | Krang Khnong | 0975566365 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEA032,SPEA032,Roleang Kreul 02,Roleang Kreul 02,Roleang Kreul 02,0974122355,0974122355,0715554858,SPEP001,Kampong Speu,Kampong Speu,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.440644,104.639622,SPEA032 | Roleang Kreul 02 | Roleang Kreul 02 | 0974122355 | SPEP001 | Kampong Speu | Kampong Speu | Agent
SPEP001,SPEP001,Chbar Mon,Chbar Mon,Chbar Mon,0976839168,0976839168,0715554858,SPEP001,Kampong Speu,Kampong Speu,Post Office,Post Office,Post office,In effect,11.465375,104.527043,SPEP001 | Chbar Mon | Chbar Mon | 0976839168 | SPEP001 | Kampong Speu | Kampong Speu | Post Office
SPES001,SPES001,Rokar Thum,Rokar Thum,Rokar Thum,0979859966,0979859966,0715554858,SPEP001,Kampong Speu,Kampong Speu,Showroom,Showroom,Post office,In effect,11.460768,104.514622,SPES001 | Rokar Thum | Rokar Thum | 0979859966 | SPEP001 | Kampong Speu | Kampong Speu | Showroom
SPES002,SPES002,Snam Krapeu,Snam Krapeu,Snam Krapeu,0973381119,0973381119,0715554858,SPEP001,Kampong Speu,Kampong Speu,Showroom,Showroom,Post office,In effect,11.286801,104.706699,SPES002 | Snam Krapeu | Snam Krapeu | 0973381119 | SPEP001 | Kampong Speu | Kampong Speu | Showroom
STUA001,STUA001,Sekong,Sekong,Sekong,0718149159,0718149159,0978797000,STUP001,Stung Treng,Stung Treng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,14.115063,106.385817,STUA001 | Sekong | Sekong | 0718149159 | STUP001 | Stung Treng | Stung Treng | Agent
STUA002,STUA002,Siem Bouk 01,Siem Bouk 01,Siem Bouk 01,0884737897,0884737897,0978797000,STUP001,Stung Treng,Stung Treng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,13.334026,106.103639,STUA002 | Siem Bouk 01 | Siem Bouk 01 | 0884737897 | STUP001 | Stung Treng | Stung Treng | Agent
STUA003,STUA003,Ou Svay,Ou Svay,Ou Svay,0888713860,0888713860,0978797000,STUP001,Stung Treng,Stung Treng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,13.880126,106.001924,STUA003 | Ou Svay | Ou Svay | 0888713860 | STUP001 | Stung Treng | Stung Treng | Agent
STUA004,STUA004,Kbal Romeas 01,Kbal Romeas 01,Kbal Romeas 01,0979115186,0979115186,0978797000,STUP001,Stung Treng,Stung Treng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,13.422893,106.280728,STUA004 | Kbal Romeas 01 | Kbal Romeas 01 | 0979115186 | STUP001 | Stung Treng | Stung Treng | Agent
STUA006,STUA006,Siem Bouk 02,Siem Bouk 02,Siem Bouk 02,0974769888,0974769888,0978797000,STUP001,Stung Treng,Stung Treng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,13.360574,105.959553,STUA006 | Siem Bouk 02 | Siem Bouk 02 | 0974769888 | STUP001 | Stung Treng | Stung Treng | Agent
STUA007,STUA007,Phluk,Phluk,Phluk,0718796868,0718796868,0978797000,STUP001,Stung Treng,Stung Treng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,13.564517,106.17007,STUA007 | Phluk | Phluk | 0718796868 | STUP001 | Stung Treng | Stung Treng | Agent
STUA008,STUA008,Kbal Romeas 02,Kbal Romeas 02,Kbal Romeas 02,0889899074,0889899074,0978797000,STUP001,Stung Treng,Stung Treng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,13.417695,106.198157,STUA008 | Kbal Romeas 02 | Kbal Romeas 02 | 0889899074 | STUP001 | Stung Treng | Stung Treng | Agent
STUA009,STUA009,Anlung Chrey,Anlung Chrey,Anlung Chrey,0887515877,0887515877,0978797000,STUP001,Stung Treng,Stung Treng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,13.765682,105.671585,STUA009 | Anlung Chrey | Anlung Chrey | 0887515877 | STUP001 | Stung Treng | Stung Treng | Agent
STUA010,STUA010,Preah Rumkel,Preah Rumkel,Preah Rumkel,0889099904,0889099904,0978797000,STUP001,Stung Treng,Stung Treng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,13.894888,105.964596,STUA010 | Preah Rumkel | Preah Rumkel | 0889099904 | STUP001 | Stung Treng | Stung Treng | Agent
STUP001,STUP001,Stung Treng,Stung Treng,Stung Treng,0975266660,0975266660,0978797000,STUP001,Stung Treng,Stung Treng,Post Office,Post Office,Post office,In effect,13.528625,105.971602,STUP001 | Stung Treng | Stung Treng | 0975266660 | STUP001 | Stung Treng | Stung Treng | Post Office
STUS001,STUS001,Stueng Traeng,Stueng Traeng,Stueng Traeng,0313598585,0313598585,0978797000,STUP001,Stung Treng,Stung Treng,Showroom,Showroom,Post office,Out of effect,13.5285,105.9709,STUS001 | Stueng Traeng | Stueng Traeng | 0313598585 | STUP001 | Stung Treng | Stung Treng | Showroom
SVAA001,SVAA001,Khsaet,Khsaet,Khsaet,0975390008,0975390008,0979938909,SVAP001,Svay Rieng,Svay Rieng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.926719,105.985774,SVAA001 | Khsaet | Khsaet | 0975390008 | SVAP001 | Svay Rieng | Svay Rieng | Agent
SVAA002,SVAA002,Kokir,Kokir,Kokir,0974595363,0974595363,0979938909,SVAP001,Svay Rieng,Svay Rieng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.443579,105.861148,SVAA002 | Kokir | Kokir | 0974595363 | SVAP001 | Svay Rieng | Svay Rieng | Agent
SVAA003,SVAA003,Ang Prasrae,Ang Prasrae,Ang Prasrae,0716431779,0716431779,0979938909,SVAP001,Svay Rieng,Svay Rieng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.323111,105.818189,SVAA003 | Ang Prasrae | Ang Prasrae | 0716431779 | SVAP001 | Svay Rieng | Svay Rieng | Agent
SVAA004,SVAA004,Kampong Chak,Kampong Chak,Kampong Chak,0977281916,0977281916,0979938909,SVAP001,Svay Rieng,Svay Rieng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.171601,105.818778,SVAA004 | Kampong Chak | Kampong Chak | 0977281916 | SVAP001 | Svay Rieng | Svay Rieng | Agent
SVAA005,SVAA005,Bati,Bati,Bati,0979151383,0979151383,0979938909,SVAP001,Svay Rieng,Svay Rieng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.992849,106.129186,SVAA005 | Bati | Bati | 0979151383 | SVAP001 | Svay Rieng | Svay Rieng | Agent
SVAA006,SVAA006,Samraong,Samraong,Samraong,0973077882,0973077882,0979938909,SVAP001,Svay Rieng,Svay Rieng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.9291,106.1414,SVAA006 | Samraong | Samraong | 0973077882 | SVAP001 | Svay Rieng | Svay Rieng | Agent
SVAA007,SVAA007,Kruos,Kruos,Kruos,0884779853,0884779853,0979938909,SVAP001,Svay Rieng,Svay Rieng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.061583,105.668694,SVAA007 | Kruos | Kruos | 0884779853 | SVAP001 | Svay Rieng | Svay Rieng | Agent
SVAA008,SVAA008,Chantrei,Chantrei,Chantrei,0714023030,0714023030,0979938909,SVAP001,Svay Rieng,Svay Rieng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.284448,105.72468,SVAA008 | Chantrei | Chantrei | 0714023030 | SVAP001 | Svay Rieng | Svay Rieng | Agent
SVAA009,SVAA009,Doun Sa,Doun Sa,Doun Sa,0714743388,0714743388,0979938909,SVAP001,Svay Rieng,Svay Rieng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.225428,105.724589,SVAA009 | Doun Sa | Doun Sa | 0714743388 | SVAP001 | Svay Rieng | Svay Rieng | Agent
SVAA010,SVAA010,Kampong Trach,Kampong Trach,Kampong Trach,0717678881,0717678881,0979938909,SVAP001,Svay Rieng,Svay Rieng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.410974,105.784585,SVAA010 | Kampong Trach | Kampong Trach | 0717678881 | SVAP001 | Svay Rieng | Svay Rieng | Agent
SVAA011,SVAA011,Sambat Mean Chey,Sambat Mean Chey,Sambat Mean Chey,0712255771,0712255771,0979938909,SVAP001,Svay Rieng,Svay Rieng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.437822,105.691046,SVAA011 | Sambat Mean Chey | Sambat Mean Chey | 0712255771 | SVAP001 | Svay Rieng | Svay Rieng | Agent
SVAA012,SVAA012,Doung,Doung,Doung,0976954441,0976954441,0979938909,SVAP001,Svay Rieng,Svay Rieng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.338164,105.862059,SVAA012 | Doung | Doung | 0976954441 | SVAP001 | Svay Rieng | Svay Rieng | Agent
SVAA013,SVAA013,Chres,Chres,Chres,0977050535,0977050535,0979938909,SVAP001,Svay Rieng,Svay Rieng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.935155,106.057092,SVAA013 | Chres | Chres | 0977050535 | SVAP001 | Svay Rieng | Svay Rieng | Agent
SVAA014,SVAA014,Mream,Mream,Mream,0979255956,0979255956,0979938909,SVAP001,Svay Rieng,Svay Rieng,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.311113,105.674529,SVAA014 | Mream | Mream | 0979255956 | SVAP001 | Svay Rieng | Svay Rieng | Agent
